Start Timestamp,End Timestamp,Dialogue
"01:18:04,513","01:18:06,218",You cleaning your fishbowl?
"01:18:07,679","01:18:09,046",I just..I had a minute.
"01:18:09,246","01:18:10,246",You had a minute.
"01:18:10,446","01:18:12,895","And, today..you needed to clean your fish bowl. Today?"
"01:18:13,095","01:18:16,803",I had finished my paperwork and I was..just had a couple of minutes.
"01:18:17,003","01:18:18,003",Okay.
"01:18:18,203","01:18:20,273",Nice to meet you.
"01:18:25,240","01:18:26,670",On new issue day?!
"01:18:27,960","01:18:30,577","On cocksucking, motherfucking new issue day?!"
"01:18:30,777","01:18:32,495",This is what you do?!
"01:18:32,695","01:18:33,695","Hey, everybody?!"
"01:18:33,895","01:18:34,895",Listen up.
"01:18:35,095","01:18:39,025",This is what happens when you fuck with your pets on new issue day!
"01:18:52,124","01:18:53,244","Now take your bowtie,"
"01:18:53,444","01:18:54,444","get your shit, and.."
"01:18:54,644","01:18:57,457","get the fuck out of my office, you understand? - Get the fuck out!"
"01:19:01,190","01:19:02,280",Everybody on point!
"01:19:02,610","01:19:05,739","We are here, to make money. Everybody on point!"
"01:19:08,531","01:19:09,738",A real wolf pit.
"01:19:09,938","01:19:10,938","Which is exactly, how I liked it."
"01:19:11,138","01:19:13,809",Jordan. Look what I caught in the lobby? I caught a genius.
"01:19:14,009","01:19:15,020","Enter, Steve Madden."
"01:19:16,560","01:19:18,270",Red Hot ladies footwear <i>impresario</i>.
"01:19:19,050","01:19:21,880","And, thanks to Donnie, We were taking his company public."
"01:19:22,690","01:19:26,366",Stratten Oakmont was crawling out of it's primerial loose.
"01:19:26,566","01:19:28,168","Pond scum, no more."
"01:19:28,368","01:19:30,289",That's why they gotta see your face.
"01:19:30,489","01:19:31,489",You get ‘em fired up so they’ll push the shit out of this stock.
"01:19:32,090","01:19:33,750",Okay? <i>And not only that.</i>
"01:19:34,253","01:19:37,949",Donnie and I secretly owned 85% of Steve Madden shoes.
"01:19:38,370","01:19:40,309",Which legally speaking was a big NO NO.
"01:19:40,509","01:19:43,613","But, we'll get filthy fucking rich, If our troops got behind it."
"01:19:44,310","01:19:45,600",Our job was to get 'em worked up.
"01:19:46,600","01:19:47,520","But, not too worked up."
"01:19:49,410","01:19:50,310","Hello, if uh.."
"01:19:52,140","01:19:53,470","For those of you who don't know me,"
"01:19:54,750","01:19:56,060",..my name is Steve Madden.
"01:19:56,260","01:19:57,260","Yeah, we know who you are."
"01:19:57,460","01:19:58,460",Your name is on the box.
"01:19:58,660","01:20:01,559",The shoes. Show them the shoes. Show them the shoes.
"01:20:01,759","01:20:06,250",This shoe..it is pretty cool. This is the Mary Lou..
"01:20:06,760","01:20:08,503",Which is the one that really put me on the map.
"01:20:08,703","01:20:09,703","Without it, I wouldn't be here."
"01:20:10,910","01:20:12,288",Believe it or not.
"01:20:12,488","01:20:13,488","Believe it or not, though."
"01:20:13,688","01:20:16,052",The Mary Lou is actually the same as the Mary Jane.
"01:20:16,252","01:20:18,126","But, it's black leather."
"01:20:25,780","01:20:26,990","All right,"
"01:20:28,100","01:20:30,900",let's give it up for Steve Madden and his awesome Mary Lou!
"01:20:31,100","01:20:32,377","Hold that up, hold that up."
"01:20:32,577","01:20:35,065","Hold that up, proud. Give him a round of applause."
"01:20:36,700","01:20:39,078","You got that out of your system, huh?"
"01:20:39,860","01:20:41,861",You're having a good afternoon or what?
"01:20:42,780","01:20:45,400",I wanna take a moment to tell you why Steve is so..
"01:20:45,600","01:20:48,343","Absolutely, off the fucking wall."
"01:20:48,543","01:20:52,915",It’s because this man is a creative genius.
"01:20:53,730","01:20:56,566","This ability, this gift that Steve has.."
"01:20:56,780","01:20:57,980",it goes beyond just..
"01:20:58,180","01:21:00,605",spotting the hottest shoe trends.
"01:21:00,805","01:21:04,123","Steve's power, is that he creates trends."
"01:21:04,323","01:21:05,323",You understand?
"01:21:06,090","01:21:08,303",Artists like Steve come along once every decade!
"01:21:08,503","01:21:10,591","I'm talking, Giorgio Armani! Gianni Versace!"
"01:21:10,791","01:21:12,870",CoCo Chanel! Yves Saint Laurent!
"01:21:13,070","01:21:15,482","Steve, come up here for a second."
"01:21:15,682","01:21:16,682",I don't think you all realise..
"01:21:18,626","01:21:21,977","that Steve Madden is the hottest person,"
"01:21:22,177","01:21:23,177","in the women shoe industry,"
"01:21:23,377","01:21:28,329","with orders going through the roof at every department store in North America, right now."
"01:21:28,890","01:21:31,166",We have him here in our office.
"01:21:32,198","01:21:34,774",We should thank our fucking lucky stars this man is here.
"01:21:34,974","01:21:37,227","We should be on our hands and knees right now,"
"01:21:37,427","01:21:39,587",getting ready to suck this guy off.
"01:21:40,740","01:21:42,250","Like this, okay?"
"01:21:42,450","01:21:43,470","I wanna suck you off, Steve."
"01:21:44,820","01:21:45,850",Everyone's gonna suck you off.
"01:21:47,140","01:21:51,180","This is our golden ticket to the fucking chocolate factory, right here."
"01:21:51,810","01:21:54,650","And, I wanna meet Willy 'Fucking' Wonka. Okay?"
"01:21:55,780","01:21:58,580",I wanna be with the fucking Oompa Loompas like this.
"01:22:03,382","01:22:05,068",Get off this fucking stage. Get out of here.
"01:22:05,268","01:22:06,268",All right.
"01:22:06,300","01:22:07,520",I want you all to focus for a second.
"01:22:08,771","01:22:10,421",See that little black boxes?
"01:22:10,621","01:22:11,621",They are called a telephones.
"01:22:11,821","01:22:14,190",I'm gonna let you in on a little secret about this telephones.
"01:22:14,390","01:22:16,808",They're not gonna dial themselves! Okay?
"01:22:17,750","01:22:18,620",Without you...
"01:22:18,820","01:22:21,565",They're just worthless hunk of plastic.
"01:22:21,765","01:22:23,635",like a loaded M16 without a..
"01:22:23,835","01:22:25,824",..trained Marine to pull the trigger.
"01:22:26,846","01:22:28,573","And in the case of the telephone,"
"01:22:28,773","01:22:31,633","It's up to each and everyone of you,"
"01:22:33,526","01:22:35,270","My highly trained Strattonite,"
"01:22:36,520","01:22:37,460",My killers
"01:22:38,690","01:22:41,720",My Killers who will not take no for an answer!
"01:22:41,920","01:22:44,222",My fucking warriors
"01:22:44,680","01:22:46,240","who'll not hang up the phone,"
"01:22:46,680","01:22:49,340",until their clients either buys..
"01:22:49,750","01:22:53,424",... or fucking dies!
"01:23:06,380","01:23:08,040",Let me tell you something.
"01:23:08,750","01:23:10,950",There is no nobility in poverty.
"01:23:12,370","01:23:14,570","I've been rich, and I've been poor man."
"01:23:14,770","01:23:17,592",and I choose rich every time.
"01:23:18,970","01:23:21,801","Cos, At least as a rich man, when I have to face my problems,"
"01:23:22,001","01:23:23,001",I show up in the back of a limo
"01:23:23,700","01:23:25,000",wearing a $2000 suit
"01:23:25,710","01:23:27,710","..and $40,000 gold fuckin' watch!"
"01:23:36,181","01:23:38,570","Now, if anyone here thinks I'm superficial.."
"01:23:39,040","01:23:40,751",...or materialistic.
"01:23:42,000","01:23:45,825","Go get the fuck out and get a job at McDonald’s, because that's where you fucking belong!"
"01:23:47,130","01:23:50,130","But, before you depart this room full of winners,"
"01:23:51,680","01:23:54,552","I want you to take a good look at the person next to you, go on."
"01:23:55,975","01:23:57,550","because one day in the not-so-distant future,"
"01:23:58,290","01:24:00,920","you're pullin' up to a red light in your beat-up old Pinto,"
"01:24:02,100","01:24:04,870",and that person’s gonna pull up right along side you
"01:24:05,070","01:24:07,567","in a brand new Porsche,"
"01:24:07,767","01:24:12,435",with their gorgeous young wife by his side. Who's got big voluptous tits.
"01:24:13,720","01:24:16,119",And who will you be next to?
"01:24:16,319","01:24:21,176","Some disgusting wilderbeast with three days of razor-stubble in a sleeveless moo-moo,"
"01:24:21,376","01:24:25,119",crammed in next to you with a carload full of groceries from the fucking Price Club!
"01:24:25,480","01:24:26,680",That's who you're gonna be sitting next to.
"01:24:27,890","01:24:29,420","So, you listen to me and you listen well."
"01:24:29,960","01:24:32,070","Are you behind, on your credit card bills?"
"01:24:32,840","01:24:34,320",Good. Pick up the phone and start dialing.
"01:24:35,500","01:24:37,560",Is your landlord ready to evict you?
"01:24:37,880","01:24:40,000",Good. Pick up the phone and start dialing.
"01:24:40,620","01:24:43,130",Does your girlfriend think you're a fucking loser?
"01:24:44,310","01:24:46,650",Good. Pick up the phone and start dialing!
"01:24:47,260","01:24:48,520","I want you to deal with your problems,"
"01:24:49,070","01:24:50,530",by becoming rich!
"01:24:52,590","01:24:54,040",All you have to do today
"01:24:54,480","01:24:55,470",..is pick up that phone..
"01:24:57,439","01:24:59,819",And speak the words that I have taught you.
"01:25:00,019","01:25:02,073",And I'll make you richer
"01:25:02,273","01:25:06,114",than the most powerful CEO of the United States of fucking America.
"01:25:09,450","01:25:10,570","I want you to go out there,"
"01:25:12,982","01:25:14,157",And I want you to ram
"01:25:14,357","01:25:17,850",Steve Madden stock down your clients’ throats
"01:25:18,050","01:25:20,371",Till they fucking choke on it
"01:25:20,920","01:25:25,430","till they choke on it and buy 10,000 shares! That's what I want you to do."
"01:25:26,110","01:25:27,680",You'll Be ferocious!
"01:25:28,660","01:25:30,122",You'll Be relentless!
"01:25:30,322","01:25:33,982",You'll Be telephone fucking terrorists!
"01:25:35,350","01:25:39,919","Now, let's knock this Motherfucker out of the park!"
"01:26:08,860","01:26:13,955",At 1 p.m. we opened the stock for sale at $4.50 a share.
"01:26:14,155","01:26:16,690",By 1:03 it was over eighteen dollars.
"01:26:17,290","01:26:19,140",Even the big Wall Street firms were buying.
"01:26:29,638","01:26:31,378","Of the two million shares being offered for sale,"
"01:26:31,578","01:26:34,326","a million belonged to me, held in phony accounts by my ratholes."
"01:26:34,526","01:26:36,525","Now, once the price hit the high teens,"
"01:26:37,250","01:26:38,960",You know what? Who gives a shit.
"01:26:39,160","01:26:40,160","As always, the point is this--"
"01:26:40,360","01:26:45,714",22 million in three fucking hours!
"01:26:46,580","01:26:47,810",Can you believe it.
"01:26:51,048","01:26:52,106",Jordan.
"01:26:52,306","01:26:54,915",Barry Kleinman's on the phone from Future Video.
"01:26:55,115","01:26:56,890",A who? - I don't know. He shot at your wedding.
"01:26:57,090","01:26:58,090","He says, it's urgent."
"01:26:58,290","01:26:59,290",Urgent? Who the fuck's Barry Kleinman?
"01:27:00,223","01:27:02,840","Oh, my God. You wanna marry me? You're in love with me?"
"01:27:03,140","01:27:04,140","Yeah, go fuck your cousin."
"01:27:04,340","01:27:05,340","Barry, what's up?"
"01:27:05,581","01:27:08,153","Listen, I got a subpoena. - Subpoena?"
"01:27:08,353","01:27:09,353",What the fuck are you talking about?
"01:27:09,553","01:27:11,689",The FBI wants a copy of your wedding video.
"01:27:11,889","01:27:14,254",The F-B-fucking-I? You fucking kidding me?
"01:27:14,454","01:27:15,990","Listen to me, His Name’s Denham,"
"01:27:16,440","01:27:17,860",he’s an agent in the New York office.
"01:27:18,180","01:27:20,281","What’s his problem? - He’s a boy scout,"
"01:27:20,481","01:27:22,790",..thinks you’re Gordon Gekko.
"01:27:22,990","01:27:24,825",What does he want with my wedding video?
"01:27:25,025","01:27:27,261","It's like invasion of my privacy, You know what i'm saying."
"01:27:27,461","01:27:29,223",It's intrusive..you know.
"01:27:29,423","01:27:31,853",He's got your pictures of your whole inner fucking circle.
"01:27:32,053","01:27:33,053","Pictures, names of the people.."
"01:27:33,253","01:27:36,361","You know what he's trying to do. Exactly, what's he's doing now. Look at yourself."
"01:27:36,561","01:27:37,561",He's trying to rattle you.
"01:27:37,761","01:27:41,645","He's trying to rattle your old lady. So, she'll nags you to be a fuckin' witness."
"01:27:41,845","01:27:43,388","Oh, He wants me to rat on myself?"
"01:27:43,588","01:27:45,841",He wants me to give information about my..what?
"01:27:46,041","01:27:48,563","The good fucking news is, you know I know everybody downtown,"
"01:27:48,763","01:27:51,171","I called The Justice Department, The DEA.."
"01:27:51,371","01:27:54,685","nobody even know you fucking exists, so calm down."
"01:27:54,885","01:27:56,900",They don't know I exist? - No.
"01:27:57,100","01:27:58,100",That's good.
"01:28:03,923","01:28:06,884",You know who he is right? - Yeah.
"01:28:07,084","01:28:10,681","So, if I just wanted to get some more information, just find out what he knows,"
"01:28:12,637","01:28:14,829","we could go to his house right? Tap his phones a little bit,"
"01:28:15,029","01:28:19,418","..bug in get a little information.. - You don't fuck with these guys like that,"
"01:28:19,618","01:28:21,751",you don't fuck with him like that. What are you nuts or something?
"01:28:21,951","01:28:23,713",That's what you fucking do. What do I pay you for?
"01:28:23,913","01:28:25,825",I have a fucking P.I license you know.
"01:28:26,025","01:28:27,988","I make a living at this, I'm not a cop anymore."
"01:28:28,188","01:28:29,947","They'll take my fucking license away from me, alright?"
"01:28:30,147","01:28:31,147",Okay.
"01:28:31,347","01:28:33,357","Okay, if I can't do that,"
"01:28:33,557","01:28:35,816",Can i just..can I give the guy a call?
"01:28:37,307","01:28:39,995",Why is that..Jordan. Jordan do me a favor.
"01:28:40,195","01:28:43,087",The only one who calls this guy is your fucking lawyer.
"01:28:44,438","01:28:47,661","I told you, whatever the fuck you say to him,"
"01:28:47,861","01:28:50,399",He's gonna used it against you. Don't you understand?
"01:28:50,599","01:28:53,246","He is smart, you are dumb. - Fucking bullshit."
"01:28:53,446","01:28:55,491",I'm not allowed to call him. - Are we fucking talking tonight?
"01:28:56,480","01:28:58,332","The last time you took these fucking pills, you put.."
"01:28:58,532","01:29:00,959","your head in fucking micooven, I'm not making it up"
"01:29:02,320","01:29:03,810","Okay, I won't call."
"01:29:07,864","01:29:09,344","Hey, fellas! C’mon aboard!"
"01:29:09,544","01:29:10,544",Plank’s right down there.
"01:29:12,638","01:29:14,186",Welcome.
"01:29:14,386","01:29:15,386",What a nice day.
"01:29:19,020","01:29:19,920",Welcome aboard.
"01:29:21,725","01:29:23,966","Jordan, Welcome aboard to Naomi. Pleasure to meet you."
"01:29:24,166","01:29:25,924",I’m Agent Denham. This is Agent Hughes.
"01:29:26,124","01:29:27,798","Hi, how are you? Let me introduce you."
"01:29:27,998","01:29:29,922","This is Nicole. Heidi, come on. Don't be shy."
"01:29:30,122","01:29:32,754",What are you guys all shy for? Don't be scared.
"01:29:32,954","01:29:35,167",These are friends of Stratten. - It's a Pleasure. - Hello.
"01:29:38,619","01:29:41,396","Your message said that, you wanted to speak privately."
"01:29:41,596","01:29:43,493",Right. I do want to speak privately.
"01:29:43,693","01:29:44,693","Give us a minute, huh, Ladies."
"01:29:44,893","01:29:47,614",Let me know if I can get you anything. We'd be happy to help.
"01:29:48,620","01:29:49,700",You guys hungry?
"01:29:49,900","01:29:52,690","If you want something to eat. We got some pasta, shrimp, lobster,"
"01:29:52,890","01:29:54,825","I got whiskey, anykind of booze you want?"
"01:29:55,025","01:29:58,033","You know what, the bureau doesn't allow us to drink when we are at sea."
"01:29:58,233","01:30:00,523",Duh? Of course.
"01:30:00,723","01:30:01,723",Ever been on one of these before?
"01:30:01,923","01:30:03,798",A boat?
"01:30:04,952","01:30:06,288",I learned to sail when I was six.
"01:30:06,488","01:30:07,488","No, shit. Is that right."
"01:30:08,650","01:30:09,826","I mean, one like this, though."
"01:30:10,026","01:30:12,942",I had the whole front extended to put a chopper up there.
"01:30:13,142","01:30:14,142",See that?
"01:30:16,108","01:30:17,361","Anyway, this is for you."
"01:30:17,561","01:30:20,341",It's a complete list of every person that was at my wedding.
"01:30:20,541","01:30:22,896","I understand you wanted the whole wedding video,"
"01:30:23,096","01:30:25,387","I figured this would help expedite the whole process, right?"
"01:30:25,587","01:30:26,587",There you go.
"01:30:26,787","01:30:28,887",Look. My point is that.
"01:30:29,087","01:30:30,743","I know you’re investigating Stratton,"
"01:30:30,943","01:30:34,143","but, for the life of me I can’t figure out why."
"01:30:34,343","01:30:36,581",I know we are a little unorthodox; We're a little...
"01:30:36,781","01:30:38,059",loud in the way we do things.
"01:30:38,259","01:30:41,817","You gotta understand, trying to make a name for ourselves."
"01:30:42,017","01:30:47,387","But, I want you to understand, we don't do anything illegal."
"01:30:47,587","01:30:49,352",Whatsoever.
"01:30:49,552","01:30:51,798","You could talk to the SEC, They're at my office,"
"01:30:51,998","01:30:54,289","fifteen times, over the last six month, so.."
"01:30:54,489","01:30:56,487",I got nothing to hide.
"01:30:56,687","01:30:59,590","You know, The SEC’s a civil regulatory agency."
"01:30:59,790","01:31:00,790",We pursue criminal activity.
"01:31:00,990","01:31:01,990",Exactly.
"01:31:02,510","01:31:03,510",You go after real criminal. Which...
"01:31:04,934","01:31:07,910","makes me wonder, what the hell you're investigating me for?"
"01:31:08,110","01:31:09,110","I mean, honestly. What.."
"01:31:09,190","01:31:13,118","What is it that you think, that we did or do. I don't get it."
"01:31:13,318","01:31:14,318","Well,"
"01:31:14,518","01:31:17,185","Jordan, I can’t discuss ongoing investigations."
"01:31:17,385","01:31:18,385","No, i get that. I understand."
"01:31:18,585","01:31:19,585",With that said.
"01:31:21,031","01:31:22,925",This case got dumped on my desk.
"01:31:23,125","01:31:24,125","You know, by a higher up.."
"01:31:24,325","01:31:27,473","Who needs to make a show of looking into the new company,"
"01:31:27,673","01:31:29,950",on the block. The whole press and everything.
"01:31:30,150","01:31:32,550",I end up being the smuck who does the looking.
"01:31:32,750","01:31:33,750",Exactly.
"01:31:33,950","01:31:34,950","It's just..you know, it bothers me."
"01:31:35,610","01:31:36,780",We are the new guy.
"01:31:36,980","01:31:38,669","we're the one that's banging on Wall Streets door, man."
"01:31:38,869","01:31:41,309",You should see what's going on at the bigger firm.
"01:31:41,509","01:31:42,509",I know all the information.
"01:31:42,610","01:31:43,660",It's true.
"01:31:43,860","01:31:45,926","Goldman, Leyman Brothers, Merrill."
"01:31:46,126","01:31:49,273",collateralized debt obligations? This internet stock bullshit?
"01:31:49,473","01:31:50,473","I mean, it's a fucking travesty."
"01:31:50,673","01:31:53,506","I mean, I could take you step-by-step,"
"01:31:53,706","01:31:57,465","to what exactly is occuring. You know, all you have to do is ask."
"01:31:57,665","01:31:58,665",I'm available.
"01:31:59,655","01:32:01,006",That's exactly what I wanted to hear.
"01:32:01,206","01:32:03,654","I don't see why, a little sit down like this."
"01:32:04,856","01:32:06,393",Can't be profitable for the both of us.
"01:32:06,593","01:32:08,954","It should, right? It should be profitable for us."
"01:32:09,154","01:32:10,154",It should. - Look?
"01:32:10,354","01:32:12,495","I'm gonna give you my personal line,"
"01:32:12,695","01:32:15,593",five days a week you just call me. Feel free.
"01:32:15,793","01:32:17,956",I'll do that. - Great.
"01:32:20,942","01:32:22,148",Are you sure you guys don't want something to drink?
"01:32:22,348","01:32:24,036","I mean, you're not hungry. Nothing?"
"01:32:24,236","01:32:26,098","Oh, no. - No?"
"01:32:29,137","01:32:30,064",Let me ask you.
"01:32:30,264","01:32:33,149","And if you don't wanna get too personal, just tell me to shut up at anytime."
"01:32:34,544","01:32:36,991",Did you try to get your broker's license at one time?
"01:32:37,191","01:32:38,191",Did I hear that right?
"01:32:38,391","01:32:40,330",Were you trying to take a stab at Wall Street?
"01:32:41,578","01:32:42,888",Who've you been talking to?
"01:32:43,088","01:32:45,276","Who the fuck have you been talking to? - Well, you're investigating me.."
"01:32:45,476","01:32:47,867",I hear things. You see what I mean?
"01:32:49,080","01:32:50,890","You ever think about, what would've happened."
"01:32:51,090","01:32:53,077","if you've..you know, stayed the course?"
"01:32:54,626","01:32:56,593","You know what. When I’m riding home on the subway,"
"01:32:56,793","01:33:00,031","And, my balls are fucking sweating. I'm wearing the same suit, three days in row."
"01:33:00,231","01:33:01,231","Yeah, you bet I do."
"01:33:01,431","01:33:03,144","I thought about it, before. Who wouldn't, right?"
"01:33:03,344","01:33:04,344","Right, who fucking wouldn't."
"01:33:04,544","01:33:06,467","I mean, you got.. another personal question."
"01:33:06,667","01:33:08,479","You don't need to answe.. - No, it's alright Jordan."
"01:33:08,679","01:33:11,521","What are you pulling? 50-60K something like that, a year?"
"01:33:15,596","01:33:16,556",Let's put it this way.
"01:33:16,756","01:33:19,425","You get a free handgun, when you sign up for the bureau."
"01:33:20,490","01:33:21,680","No. But, it fucking pisses me off."
"01:33:21,880","01:33:22,880","You know what I mean. You think about,"
"01:33:23,080","01:33:26,524","the people that build this country, hardworking people like you."
"01:33:26,724","01:33:29,064","You know,firefighters, teachers, FBI agents."
"01:33:29,264","01:33:32,889","End of the day, you guys get fucking skinned to life, financially."
"01:33:33,089","01:33:34,089",Fucking makes me angry.
"01:33:35,348","01:33:37,700",That's the one thing about Wall Street and this market is.
"01:33:37,900","01:33:43,010","For me, I feel, it's good to give back. You know, there's"
"01:33:43,210","01:33:45,299",there's situations.. where I can.
"01:33:45,499","01:33:48,366",make those situations better for people.
"01:33:48,566","01:33:49,566",You know.
"01:33:50,954","01:33:53,273","Opportunity, is everything."
"01:33:53,473","01:33:54,473",Exactly.
"01:33:54,673","01:33:57,073","Yeah, for example. I got this one kid, right."
"01:33:58,551","01:34:01,268",Went to school for environmental science or something like that.
"01:34:01,468","01:34:03,268",He was bogged down by student's loans.
"01:34:03,468","01:34:05,946","Turns out, his mother needed triple bypass surgery."
"01:34:06,146","01:34:07,146",Horrible situation.
"01:34:07,346","01:34:10,350","But, we got him in at the market at the right time."
"01:34:10,550","01:34:11,550",Choose the right stock.
"01:34:11,570","01:34:12,610",We gave him the right guidance.
"01:34:12,810","01:34:16,073","Boom. Overnight, changes his entire life."
"01:34:16,273","01:34:19,770","You know, he got to put his mother in the best hospital in New York city."
"01:34:19,970","01:34:23,197","It didn't work out for her, granted she passed away, unfortunately."
"01:34:23,397","01:34:26,138","But, we gave him that opportunity, you know what i'm saying."
"01:34:26,338","01:34:29,088","It's just about setting up the right team and then,"
"01:34:29,288","01:34:31,832","overnight, your life can change."
"01:34:37,208","01:34:38,947",What is..intern..uh..
"01:34:40,989","01:34:43,205",What does an intern make off on a deal like that?
"01:34:43,405","01:34:44,405",On that situation..
"01:34:44,605","01:34:48,146",On that particular trade. One trade.
"01:34:48,346","01:34:51,428",North of half a million dollars.
"01:34:55,599","01:34:57,373","And, I'd do that for anybody."
"01:34:57,573","01:35:00,910","You know, anybody that needs the proper guidence."
"01:35:20,410","01:35:22,482",Can you say that again?
"01:35:22,682","01:35:24,358","Just the way, you said it."
"01:35:24,558","01:35:25,558",Just the same way.
"01:35:30,892","01:35:31,755",I don't know what you're talking about.
"01:35:31,955","01:35:33,545",No..come on you know what i'm talking about.
"01:35:33,745","01:35:35,584","Just say the same thing. I think, what Jordan just did is he.."
"01:35:35,784","01:35:36,784",If I'm not mistaken.
"01:35:36,984","01:35:39,544",You just tried to bribe a Federal Officer.
"01:35:39,744","01:35:41,801","No, technically, I didn't bribe anybody."
"01:35:43,507","01:35:45,665","According to the US Criminal Code,"
"01:35:45,865","01:35:49,036",there needs to be exact dollar figure for the exchange of services.
"01:35:49,510","01:35:51,214",That would not hold up in the court of law.
"01:35:53,974","01:35:54,824","That's the truth, But.."
"01:35:55,024","01:35:56,519","I wanna tell you this, - Yeah."
"01:35:56,719","01:36:00,027","The same gentleman, that told me you tried to get your broker's license,"
"01:36:00,227","01:36:02,010",also told me that you are a straight arrow.
"01:36:02,210","01:36:03,210",He ran a security check on me.
"01:36:03,410","01:36:04,410",Well..
"01:36:06,414","01:36:09,945","i'm on a boat fit for a bond villain sometimes you need to play the part, right?"
"01:36:11,470","01:36:14,575",I think it's time you both get the fuck off my boat. What do you say?
"01:36:16,392","01:36:17,529","You know, Jordan. I'll tell you something."
"01:36:17,729","01:36:20,117","Most of the Wall Street jackasses I bust,"
"01:36:22,332","01:36:23,411",they were born to the life. - Is that right?
"01:36:24,864","01:36:26,157",Their father was a douchebags.
"01:36:26,357","01:36:28,302",Just like their fathers before them.
"01:36:28,502","01:36:29,502","But you,"
"01:36:31,719","01:36:34,764","You Jordan, you got this way all on your own."
"01:36:34,964","01:36:35,964",Did I?
"01:36:36,164","01:36:37,164","Good for you, little man."
"01:36:37,364","01:36:38,364",Little man?
"01:36:38,564","01:36:40,745","Good for you. - Me, the littleman?"
"01:36:40,945","01:36:41,945",Let me tell you something.
"01:36:42,145","01:36:43,925",Let me tell you something else.
"01:36:44,125","01:36:46,219","Honestly, i'm not bullshitting here,"
"01:36:46,419","01:36:48,234",this is one of the nicest boat that i've ever been on.
"01:36:48,434","01:36:49,842",I gotta..I gotta tell you. - I bet it is.
"01:36:50,042","01:36:51,042","And, you know what I was just thinking too."
"01:36:51,242","01:36:53,831",The fucking hero that I'm gonna be back at the office.
"01:36:54,510","01:36:56,934",When the bureau seizes this fucking boat.
"01:36:57,134","01:36:59,153","B'cos, I'm gonna finally fuck Jordan."
"01:37:00,987","01:37:02,009",It's beautiful.
"01:37:02,209","01:37:03,209","And, you get the beautiful girls and everything."
"01:37:03,480","01:37:04,727",It's wonderful.
"01:37:04,927","01:37:07,064","Alright, get the fuck off my boat."
"01:37:07,264","01:37:09,882","I'm sure we'll be seeing each other, real soon. - I'm sure."
"01:37:10,082","01:37:13,559",Good luck on that subway ride home to your miserable ugly fucking wives.
"01:37:13,759","01:37:16,879",I'm gonna have Heidi lick some caviar off my balls.In the meantime.
"01:37:17,079","01:37:19,732","Hey, you guys wanna take some lobsters for your ride home?"
"01:37:20,125","01:37:21,880",You fucking miserable pricks! I know you can't afford them.
"01:37:22,080","01:37:24,065",Fucking cheap fucks.
"01:37:24,265","01:37:25,265",Fucking miserable pricks!
"01:37:27,140","01:37:29,639","Hey, fellas..look what I found in my pockets. Look!"
"01:37:29,640","01:37:31,953","Your year salary, right here."
"01:37:32,153","01:37:33,153",You know what I call them?
"01:37:33,353","01:37:34,353",Fun coupons.
"01:37:35,965","01:37:38,793",A fun coupons.
"01:37:46,563","01:37:49,187",Switzerland? What the fuck is in Switzerland?
"01:37:49,400","01:37:50,720","Swiss fucking Banks, that's what."
"01:37:51,630","01:37:54,180",It was ass covering time. I had to hide my money.
"01:37:55,110","01:37:56,340",Enter Rugrat.
"01:37:56,990","01:37:59,160",He knew Swiss Banker from law school.
"01:37:59,360","01:38:00,360","But, he was in Geneva."
"01:38:00,560","01:38:03,684","And there was no way, I'm gonna make that flight sober."
"01:38:05,440","01:38:08,897","So, I knew if I took my drugs right. I could sleep through the entire flight."
"01:38:09,480","01:38:11,300","But, I had to take em, JUST RIGHT."
"01:38:12,050","01:38:14,549",At 4 pm I popped a few more ludes.
"01:38:14,550","01:38:17,552",Which started kicking in by the time I finished my sales meeting.
"01:38:17,752","01:38:18,752",My tingle phase.
"01:38:19,690","01:38:21,289",By dinner I popped a few more
"01:38:21,489","01:38:23,949",on top of some cocktails and a valium or two.
"01:38:24,149","01:38:26,207",My slur phase.
"01:38:28,458","01:38:30,463","By eight thirty, I popped a few more ludes."
"01:38:30,663","01:38:32,640",and pretty much lost my motor skills.
"01:38:32,840","01:38:35,346",This was the drool phase.
"01:38:38,512","01:38:40,800",By ten I didn’t know who or what the fuck I was--
"01:38:41,000","01:38:42,610",The amnesia phase.
"01:38:43,760","01:38:45,570","We boarded the plane, just before midnight."
"01:38:45,940","01:38:49,163",Wow! Look at you. You're all beautiful.
"01:38:52,590","01:38:54,720",May I see your boarding passes Sir. - We have boarding passes.
"01:39:04,201","01:39:05,849",He's got his hand on my dick again.
"01:39:09,290","01:39:10,440","Oh, my God! Take it off."
"01:39:12,089","01:39:12,856",Take it off.
"01:39:13,121","01:39:15,105","I heard there's a treasure map, under here."
"01:39:15,700","01:39:16,670",Stop.
"01:39:18,590","01:39:19,580","Please, sit down."
"01:39:19,780","01:39:21,589","Go back to your seat, please."
"01:39:21,789","01:39:23,523","Please, go back to your seat."
"01:39:23,723","01:39:25,609",I will have to call the captain.
"01:39:25,809","01:39:27,844","Please, Sir. Please sit down."
"01:39:28,044","01:39:29,044",Please sit down!
"01:39:29,244","01:39:30,244","Okay, i'm going."
"01:39:31,785","01:39:32,975",Okay..okay.
"01:39:35,058","01:39:36,466",Fasten your seatbelt please.
"01:39:36,666","01:39:39,276","We cannot take off, if you haven't fasten your seatbelt."
