Start Timestamp,End Timestamp,Dialogue
"00:35:18,120","00:35:19,120",Kevin?
"00:35:19,320","00:35:21,624","You give me one shot here,"
"00:35:21,824","00:35:23,946",On a blue chip stock like Kodak.
"00:35:24,146","00:35:26,112","And, believe me..Kevin."
"00:35:26,312","00:35:28,927",The only problem you gonna have..
"00:35:29,127","00:35:31,360",is that you didn't buy more.
"00:35:31,560","00:35:33,523",Sound fair enough?
"00:35:35,331","00:35:36,795",<i>Shit..</i>
"00:35:39,993","00:35:42,592","<i>My wife might devorce me. but, yeah.. let's do it.</i>"
"00:35:44,927","00:35:47,166","Excellent choice, Kevin. How much do you wanna go for it, this time?"
"00:35:47,366","00:35:49,723",Let's do five..five thousand dollars.
"00:35:49,923","00:35:50,923","Why don't we try eight thousand, Kevin?"
"00:35:51,123","00:35:52,123","All right, let's do ten."
"00:35:52,323","00:35:53,323",Ten? - You wanna do that?
"00:35:53,523","00:35:54,523",Excellent choice.
"00:35:54,723","00:35:57,117","Kevin, let me lock in that trade right now and get back to you,"
"00:35:57,317","00:35:58,870",in a few minutes. With the exact confirmation.
"00:35:59,070","00:36:00,203","Kevin, and Welcome.."
"00:36:00,403","00:36:02,874","..to Stratton Oakmond. - Thanks man, I'm gonna have a beer,"
"00:36:04,577","00:36:06,388",This is fun. - Take it easy Kevin.
"00:36:07,040","00:36:08,599",Thanks Jordan. Thanks a lot.
"00:36:16,104","00:36:17,952",What a fucking idiot. - The one..
"00:36:18,152","00:36:21,333",..thing I know about in this world is Airlines.
"00:36:21,533","00:36:25,033",And Kushon Airlines is the future of Airlines.
"00:36:25,233","00:36:26,899",Get in now.. - My name is Nicky Koskoff.
"00:36:27,099","00:36:30,669","Chester Ming, and i'm a Senior Vice President at Stratton Oakmont."
"00:36:31,835","00:36:34,865",Truly I'm so so sorry for your loss.
"00:36:35,310","00:36:37,809",When did he passed? - Just think I'm wrong..
"00:36:42,605","00:36:46,351","It's like getting in on sunlight before there's any sunlight, you understand?"
"00:36:50,635","00:36:54,407",That was a very intelligent decision I'm happy to transfer you to our sale associate.
"00:36:54,607","00:36:56,455",Rhonda.
"00:36:56,655","00:36:57,655",Rhonda?
"00:36:57,855","00:36:59,955",Has anybody fucking seen Rhonda?
"00:37:06,756","00:37:08,396",Everybody have a good week?
"00:37:10,170","00:37:11,080",End of the month.
"00:37:11,400","00:37:14,465","$28.7 million in gross commissions,"
"00:37:14,665","00:37:18,020",All from Pink Sheets Stock Boys!
"00:37:19,280","00:37:22,432","And to celebrate with a weekly act of debauchery,"
"00:37:22,632","00:37:26,012","I have offered our lovely sales assistant Danielle Harrison here,"
"00:37:26,212","00:37:27,212",ten thousand dollars..
"00:37:27,920","00:37:30,206",To shave a fucking eye!
"00:37:30,650","00:37:31,890",Yeah!
"00:37:33,150","00:37:36,547",You want this? Huh? You want this?!
"00:37:38,140","00:37:41,624",Let the shaving begin!
"00:37:41,824","00:37:43,409","Scalp, scalp...scalp."
"00:37:43,410","00:37:45,909","Scalp, scalp...scalp..scalp, scalp...scalp."
"00:37:48,410","00:37:53,064","FYI Boys, Danielle’s promised to use This 10 thousand dollars for breast implants!"
"00:37:53,264","00:37:56,950","She's already got C-cups, But now she wants fucking Double Ds!"
"00:37:57,150","00:37:59,509",Is this a great company or what?!
"00:38:02,504","00:38:04,848",This is the greatest fucking company of the world!
"00:38:08,572","00:38:09,405",Dominic..
"00:38:09,650","00:38:12,550",Blow the roof off this motherfucker!
"00:39:39,990","00:39:41,665",Word spread throughout Wall Street.
"00:39:43,520","00:39:44,700",Even in places I didn't want it to.
"00:39:54,650","00:39:57,340",It wasn't long before Forbes Magazine.
"00:39:57,540","00:40:00,812",The flagship of Wall Street called to do a 'Profile' on me.
"00:40:01,012","00:40:03,577","Let me ask you, How do you see the future for Straten Oakland."
"00:40:03,777","00:40:04,777",One word..
"00:40:07,744","00:40:08,786",Diversification.
"00:40:08,986","00:40:10,760",That's good. Thank you so much.
"00:40:10,960","00:40:11,960",I have more than enough. - Fantastic..fantastic.
"00:40:12,160","00:40:13,160",Can we get a quick picture?
"00:40:14,400","00:40:17,065",A total fucking hatchet job.
"00:40:17,265","00:40:19,590",This conniving little twat! Look at this?
"00:40:19,790","00:40:22,764",“The Wolf of Wall Street”. They call me..look.
"00:40:22,964","00:40:23,964",Your hair looks good.
"00:40:25,590","00:40:26,690","<i>“Jordan Belfort,</i>"
"00:40:26,890","00:40:29,667",<i>sounding like a kind of twisted Robin Hood</i>
"00:40:29,867","00:40:32,310",<i> who takes from the rich and gives to himself</i>
"00:40:32,510","00:40:34,475",<i> and his merry band of brokers”. </i>
"00:40:34,675","00:40:35,768",Read that..read it. - Listen.
"00:40:35,968","00:40:36,968","There’s no such thing,"
"00:40:37,168","00:40:40,648","as bad publicity, Sweeheart. - Read the article."
"00:40:40,848","00:40:41,848","Jordan, you look great."
"00:40:42,048","00:40:44,104",You're in a huge magazine.
"00:40:52,855","00:40:53,954",Calm the fuck down!
"00:40:55,207","00:40:55,271",What the hell’s all this?
"00:40:55,471","00:40:58,118",It's the Forbes article. They all wanna work for you now.
"00:40:58,380","00:40:59,910","Hey, what did I say?!"
"00:41:01,612","00:41:04,393","Hey, you want a job? You talk to me!"
"00:41:05,865","00:41:07,823",Forbes had made me a superstar.
"00:41:09,340","00:41:14,024","Every day, dozens of money-crazed kids beat a path to my door."
"00:41:15,300","00:41:16,132","If we hired ‘em,"
"00:41:16,332","00:41:18,313",they dropped out of college overnight..
"00:41:18,513","00:41:22,571",and spend whatever allowance they had on a new suit from our Straten tailor.
"00:41:22,771","00:41:23,771",Are you fuckin' serious right now!
"00:41:25,084","00:41:27,971","I mean, we're literally putting clothes on these kids backs."
"00:41:28,280","00:41:30,290","And here comes, this jerk off sniffing around."
"00:41:31,280","00:41:34,250","You know, everytime someone rises up in the world."
"00:41:34,750","00:41:37,770",There's always gonna be some asshole trying to drag him down.
"00:41:39,250","00:41:41,804","Within months, we doubled in size,"
"00:41:42,004","00:41:44,256",moved to even bigger offices.
"00:41:51,245","00:41:53,105","It was a madhouse, a greed-fest,"
"00:41:53,305","00:41:57,729","with equal parts cocaine, testosterone and body fluids."
"00:42:00,295","00:42:01,355",It got so bad.
"00:42:01,925","00:42:03,910","I had to declare the office a fuck-free zone,"
"00:42:04,110","00:42:05,110","between the hours of 9 and 7,"
"00:42:05,930","00:42:08,203",but i'm telling you even that didn’t help.
"00:42:08,410","00:42:11,050","Actually the madness started on our very first day,"
"00:42:11,520","00:42:13,435","when one of our brokers, Ben Jenner,"
"00:42:13,635","00:42:17,003",christened the elevator by getting a blowjob from a sales assistant.
"00:42:17,203","00:42:19,000","Her name was Pam and to her credit,"
"00:42:19,470","00:42:21,470","she did have an amazing technique, with this.."
"00:42:22,130","00:42:23,500",wild twist and jerk motion.
"00:42:24,500","00:42:25,731","About a month later,"
"00:42:25,931","00:42:28,042","Donnie and I decided to dowble-team her,"
"00:42:28,242","00:42:31,536",On a saturday afternoon while our wives were out shopping for Christmas dresses.
"00:42:32,010","00:42:33,850","Eventually Ben married her, which was.."
"00:42:34,370","00:42:38,134",pretty amazing considering she blew every single guy in the office.
"00:42:38,910","00:42:41,538",He then got depressed and killed himself three years later.
"00:42:41,738","00:42:45,189","Anyway, I hired my Dad Max to maintain order,"
"00:42:45,389","00:42:46,389",As the enforcer.
"00:42:46,510","00:42:48,530",Stratten's very own Gestapo.
"00:42:49,500","00:42:52,330","We called him Mad Max because of his hair-trigger temper,"
"00:42:53,070","00:42:56,520",which could be set off by something as innocuous as a ringing telephone.
"00:42:57,910","00:42:58,870",Who the fuck
"00:42:59,630","00:43:03,508",has the goddamn gall to call this house on a Tuesday night!
"00:43:04,730","00:43:06,759",Goddammit! - You're gonna miss it.
"00:43:06,959","00:43:08,904","Oh, please tell me something I don't know."
"00:43:09,104","00:43:12,964",I wait all week for the fucking <i>Equalizer</i>. And they have to fucking...
"00:43:13,460","00:43:17,522","Hello?... - Gene, how are you Gene? <i>But, as soon as he picked up the phone.</i>"
"00:43:17,722","00:43:19,471",<i>He'd affect this weird British accent.</i>
"00:43:19,671","00:43:20,570",right-eo.Gene that will be great...
"00:43:21,490","00:43:22,470",Cheerio. <i>It was absolutely...</i>
"00:43:23,100","00:43:25,700",The fucking half-wit! <i>..bizzare.</i>
"00:43:25,900","00:43:28,345",You missed it! <i>And He's Mad Max all over again.</i>
"00:43:30,410","00:43:32,090","Alright, tell me what happened. What happened?"
"00:43:32,290","00:43:33,290","Well, he discovered.."
"00:43:33,490","00:43:35,867",..it was his mother's sister. - Who is he? Who?
"00:43:36,067","00:43:38,506",The main guy. You know the main guy.
"00:43:38,706","00:43:41,538",It was his mother's sister. She showed up dead.
"00:43:41,682","00:43:46,602","<i>Of course, Mad Max didn't have to know everything we're doing at Straten.</i>"
"00:43:46,802","00:43:48,005","Then, there's a big target."
"00:43:49,254","00:43:51,610",They get launched and stick? - There's a bullseye..
"00:43:51,810","00:43:52,810",The bullseye is a dollar sign.
"00:43:53,010","00:43:55,008","Whoever, gets closer to the dollar sign get the most bucks."
"00:43:56,720","00:43:59,175","So, if he gets hurts, what happens?"
"00:44:00,170","00:44:01,400","I don't think, he's gonna get hurt."
"00:44:01,600","00:44:03,969","they’ve got, like, superhuman strength anyway."
"00:44:04,169","00:44:06,749",You can't look him right in the eyes.
"00:44:06,949","00:44:09,624",You can't look him in the eye? - That's a fact. It's on PBS.
"00:44:09,824","00:44:12,148",They get confused and their wires get crossed.
"00:44:12,348","00:44:13,348",You gotta look like at the chin.
"00:44:13,548","00:44:15,884",Looks like i'm look at you but i'm lookin' at your chin.
"00:44:17,430","00:44:18,440","They're like the monalisa,"
"00:44:18,640","00:44:21,788","They find eye contact, like whever you're standing at the room."
"00:44:21,988","00:44:22,988","Then, they lock it.."
"00:44:23,188","00:44:25,148","But, there's a limit to what we can do with him?"
"00:44:25,790","00:44:27,330",We're allowed to throw shit at him. We're allowed to throw..
"00:44:27,530","00:44:28,530",foods..bananas..
"00:44:28,730","00:44:31,571","But, for example, what i wouldn't do is maybe like.."
"00:44:31,771","00:44:32,771",tell him to pull his cock out..
"00:44:32,971","00:44:35,594",and like get some of the girls to fondle him or shit..
"00:44:35,794","00:44:37,040",Let's keep that in our back pocket.
"00:44:37,630","00:44:40,374",This guy's more about thrown at the dartboard.
"00:44:40,790","00:44:41,840","The thing is... this is their gift, okay."
"00:44:42,270","00:44:44,470",They're build to be thrown. Like a lawn dart.
"00:44:44,670","00:44:47,049","Their top is heavy. Like a lawn dart, they're build for accuracy."
"00:44:48,120","00:44:49,220",Can we bowl with this guy?
"00:44:49,420","00:44:50,420","That's his fucking brother, Robbie."
"00:44:50,620","00:44:51,620",The brother is the bowling ball.
"00:44:51,820","00:44:52,820","The brother,"
"00:44:53,020","00:44:54,724","you put a skateboard on him, strapped him to a skateboard.."
"00:44:54,924","00:44:55,924","And, toss him down an alley at some pins."
"00:44:56,124","00:44:57,772","No, shit. That's interesting."
"00:44:57,972","00:44:58,972",Can we get that guy?
"00:44:59,172","00:45:00,716","We'll get that guy too. But, it says here.."
"00:45:00,916","00:45:01,916",<i>This guy will show his cock.</i>
"00:45:03,949","00:45:05,225","They’re very ornery, by the way."
"00:45:05,425","00:45:07,353","So, you gotta be careful. With these litle guys, okay?"
"00:45:07,553","00:45:08,553","Safety is first, alright?"
"00:45:08,770","00:45:10,878",I want some of those fucking Tranquilizer gun ready..
"00:45:11,078","00:45:12,078",to knock these fucker out.
"00:45:13,080","00:45:14,130","Maze, taser guns?"
"00:45:14,330","00:45:15,330","A pallet gun, maybe?"
"00:45:15,530","00:45:17,966","No, pallet gun's gonna hurt em. I just want em out!"
"00:45:18,580","00:45:21,319","I say, we stick with the 'loophole'. Right..okay?"
"00:45:21,519","00:45:23,590","If we don't consider him a human, we consider him as an act."
"00:45:23,790","00:45:25,471",I think we're in the clear.
"00:45:25,750","00:45:27,515","Like, you know like flying willanders, you know a lot of those guys died,"
"00:45:27,715","00:45:29,424","Bu, they never sued anybody. - The important thing.."
"00:45:29,624","00:45:30,624",you guys gotta keep in mind is
"00:45:30,824","00:45:34,051",that these things gossip. They get together and they gossip.
"00:45:34,251","00:45:36,240",That's a good point. - And the last thing that we need..
"00:45:36,440","00:45:39,112","is them getting together and say, ' oh, they made fun of us'.."
"00:45:39,312","00:45:41,667",It's gonna make Straten look bad. - That's why I love you.
"00:45:41,867","00:45:42,867",You think of shits like that.
"00:45:44,648","00:45:46,371","We treat it just like one of us, okay?"
"00:45:47,200","00:45:49,240","One of us, copul gobul one of us."
"00:45:49,720","00:45:52,219",We accept them one of us. Copul gobul one of us.
"00:45:52,220","00:45:54,468",We accept them one of us. Copul gobul one of us.
"00:45:54,668","00:45:55,668",Copul gobul one of us. - Jordan!
"00:45:55,868","00:45:56,868",Your dad’s coming.
"00:45:57,068","00:45:58,598",Something to do with the American Express bill.
"00:45:58,798","00:46:01,160","Get him out of here? - Yeah, lick my twat."
"00:46:01,460","00:46:02,480","No, I'm serious."
"00:46:07,425","00:46:09,104",Make some shit up.
"00:46:12,040","00:46:13,140","$430,000 dollars"
"00:46:13,830","00:46:16,407","..in one month, Jordy? Huh?"
"00:46:16,607","00:46:19,986",Four-hundred-and-fucking- thirty-thousand fucking dollars..
"00:46:20,186","00:46:21,350",In one fucking month!
"00:46:23,210","00:46:24,200",They’re business expenses. Just relax
"00:46:24,610","00:46:26,170","Jordy, look what you got here?"
"00:46:26,370","00:46:27,370",Look at this.
"00:46:27,570","00:46:30,824",26 thousand dollars for one fucking dinner!
"00:46:31,024","00:46:32,024","Okay, no..no..no. This could be explained."
"00:46:32,224","00:46:35,209",Dad we had clients. We had Pfi..Pfizer clients.
"00:46:35,409","00:46:37,198","Right, the portal house from argentina."
"00:46:37,398","00:46:39,171","Expensive champagne, the wine.. we had to buy champange,"
"00:46:39,371","00:46:41,869",And you got all the fucking sides. Tell him what the sides were.
"00:46:42,069","00:46:43,232","I ordered sides, so.. - Sides?"
"00:46:43,432","00:46:44,670","$26,000"
"00:46:44,980","00:46:46,290",Worth of sides?!
"00:46:46,860","00:46:48,901",What are these sides? They cure cancer?
"00:46:49,101","00:46:50,947",The sides did cure cancer. That's the problem.
"00:46:51,147","00:46:52,147",They were up there. That's why they were expensive.
"00:46:52,470","00:46:54,080",Shut the fuck up. - I'm seriou..
"00:46:54,280","00:46:55,280",Stop.
"00:46:55,480","00:46:56,480","And, EJ Entertainment."
"00:46:56,510","00:46:58,594",What the fuck is EJ Entertainment?!
"00:46:58,794","00:47:01,272",Well..that's uh..
"00:47:01,472","00:47:03,283","Yeah, Jordan. What's EJ Entertainment?!"
"00:47:03,483","00:47:04,483",Jordan what is that?
"00:47:04,683","00:47:06,331","It’s a fucking prostitution ring, Jordy."
"00:47:06,531","00:47:07,531",That's what it is!
"00:47:07,731","00:47:08,731",That is what it is.
"00:47:08,931","00:47:11,045","Isn't that the perfect, description for them?"
"00:47:11,245","00:47:12,245",That is what it is...but..
"00:47:12,445","00:47:13,445",None of this were charged to me.
"00:47:13,700","00:47:15,080",This is all of them.
"00:47:15,440","00:47:16,950","Oh, it's all us?"
"00:47:17,150","00:47:18,953",It wasn't me though. Fucking explain this shit to him.
"00:47:19,153","00:47:21,245",These are all your fucking charges! Right here.
"00:47:21,445","00:47:24,299","The IRS they allow for T&A, that's fine."
"00:47:24,499","00:47:25,499",T&E
"00:47:25,700","00:47:27,604","T&E - I said, T&E."
"00:47:27,804","00:47:28,804","No, you said T&A. - No, I didn't."
"00:47:28,890","00:47:30,740","Yeah, you did. Yeah, you did."
"00:47:31,096","00:47:32,515",You said T&A. It's T&E. alright?
"00:47:32,715","00:47:34,952",I know you're upset about the dinner. And that makes sense.
"00:47:35,152","00:47:37,989","B'cos, we did spend too much money. But, I said T&E."
"00:47:38,189","00:47:39,895",Don't tell me what you said. I heard what you said.
"00:47:40,095","00:47:41,095","Dad, he said T&A. - He did."
"00:47:41,295","00:47:42,981","He said T&A. - Absolutely, no question."
"00:47:45,200","00:47:46,380",I'm getting this close!
"00:47:46,580","00:47:47,580",That's what i'm saying.
"00:47:47,780","00:47:48,780","I want you to open up more, Max."
"00:47:49,080","00:47:50,166",He's gonna fucking kill you.
"00:47:50,366","00:47:51,366",Why do you hold it in?
"00:47:51,566","00:47:53,878","Max, Max..Why do you hold it in? - That's it."
"00:47:54,078","00:47:55,078",That's it. Get the fuck out of here.
"00:47:58,290","00:48:01,174",What kinda hookers take credit card? - A rich one!
"00:48:01,410","00:48:02,940","In Stratton, there were three kinds of hookers."
"00:48:03,560","00:48:05,320","The blue chips, top of the line. Model material."
"00:48:06,060","00:48:08,869",They cost between $300 and $500 and you had wear a condom.
"00:48:09,069","00:48:10,069","unless, you gave them a hefty tip,"
"00:48:10,269","00:48:12,310","which of course, I always did."
"00:48:12,560","00:48:13,620","Then came NASDAQs,"
"00:48:14,910","00:48:15,964","who were pretty, but not great,"
"00:48:16,164","00:48:17,984",They cost betweem two to three hundred bucks.
"00:48:18,630","00:48:21,009","Finally there were pink sheets, skanks."
"00:48:21,450","00:48:22,460","They cost about a hundred or less,"
"00:48:22,840","00:48:26,088","and if you didn't wear a condom, you'd get a penicillin shot the next day,"
"00:48:26,288","00:48:27,288",and pray your dick didn't fall off.
"00:48:28,020","00:48:29,330","Not that we didn’t fuck them, too."
"00:48:29,650","00:48:32,297","Believe me, we did."
"00:48:32,497","00:48:34,599",It's that slip disc thing again.
"00:48:34,799","00:48:35,799","I know what it is. You know,"
"00:48:35,999","00:48:38,791",too much..with EJ entertainment.
"00:48:40,124","00:48:41,349",How are things at home?
"00:48:41,549","00:48:42,549","Well, not the best."
"00:48:42,749","00:48:45,836",It just doesn't... you know what i'm saying.
"00:48:46,036","00:48:47,036",It's like the smell..
"00:48:47,236","00:48:49,613","There's a smell,there's attraction thing and after a while,"
"00:48:49,813","00:48:50,813",It just kinda fades away a little bit..
"00:48:51,013","00:48:53,194","Yeah, well..it's supposed to fade away."
"00:48:53,394","00:48:54,965",Supposed to? - That's marriage.
"00:48:55,165","00:48:56,165","You know, your mother and I."
"00:48:56,365","00:48:58,381",We've been married a long long time. - I know.
"00:48:58,581","00:49:00,986",What do you think? We're jumping into bed every two minutes?
"00:49:01,186","00:49:02,792",It doesn't work that way. - I love her to death.
"00:49:02,992","00:49:05,144","I wanna stay married, Dad. But..uh.."
"00:49:05,344","00:49:06,344",It's crazy out there.
"00:49:06,544","00:49:09,308","Some of these girls, you should see them. Oh my God!"
"00:49:09,508","00:49:12,674","They're fucking..the things they're doing now, Pops."
"00:49:12,874","00:49:15,232",I mean..it's whole on another level.
"00:49:15,432","00:49:16,886","Really? - And, they're all shaved too."
"00:49:17,086","00:49:18,871",Get out of here! - They're all shaven.
"00:49:19,098","00:49:22,155",Are you kidding me? No bush? - Bald as a China-doll.
"00:49:22,355","00:49:23,968","No, bush. - Oh my God!"
"00:49:24,168","00:49:28,392","All of a sudden, One week. Nobody'd anything down there, anywhere."
"00:49:28,592","00:49:31,124",It's a new world. - They're bald from the eyebrows down.
"00:49:31,324","00:49:33,244",Wow. - Nothing. Not a stitches.
"00:49:33,444","00:49:35,517","Like lasers. - Wow, new world, see?"
"00:49:35,717","00:49:38,201","I was born too, too.. early."
"00:49:38,401","00:49:40,854","I've never been a fan of bush, to be honest."
"00:49:41,054","00:49:42,054",Really? - Yeah.
"00:49:42,254","00:49:43,254",I don't mind it.
"00:49:43,454","00:49:44,454",Dad..
"00:49:44,654","00:49:47,291",I dont want you stressing out about any of these.
"00:49:47,491","00:49:48,491",How can I not get stressed out?
"00:49:48,691","00:49:50,347",Look at the knuckleheads you got working for you?
"00:49:50,547","00:49:53,118",I know they're knuckleheads but I need em to live like me.
"00:49:53,318","00:49:55,066",You get it? To lived like me.
"00:49:55,266","00:49:56,266","Jordy,"
"00:49:56,466","00:50:00,343","one of these days, the chickens are gonna come home to roost."
"00:50:02,954","00:50:04,522",You're looking at me like I'm crazy.
"00:50:04,722","00:50:05,722",Crazy?
"00:50:05,922","00:50:07,506",This is Obscene!
"00:50:07,706","00:50:08,706",It was obscene --
"00:50:08,906","00:50:10,806",in the normal world.
"00:50:11,006","00:50:13,981","But, who wanted to live there?"
"00:50:21,940","00:50:26,090",Fucking magic! I love this!
"00:50:26,570","00:50:31,021","We got minds up here, that's gonna take this company."
"00:50:31,221","00:50:34,828",Into the fucking stratosphere!
"00:50:37,440","00:50:39,697",Jor-dan! Jor-dan!  Jor-dan!
"00:50:42,757","00:50:44,604","Fuck Merrill Lynch, Fuck them."
"00:50:44,804","00:50:45,804","Why should they be taking all the fucking money,"
"00:50:46,004","00:50:47,167",all the fucking time.
"00:50:48,150","00:50:49,540",It was our next big move.
"00:50:50,040","00:50:51,840",Finding companies to take public.
"00:50:52,460","00:50:53,390",IPOs.
"00:50:53,840","00:50:55,521","It was the only way, these Wall Street pricks.."
"00:50:55,721","00:50:56,721",would ever stop thinking of us as some..
"00:50:57,630","00:50:58,928",..shit kicker bucket shot.
"00:50:59,128","00:51:00,128","We’ve got Arncliffe National,"
"00:51:00,600","00:51:02,222","See, we were a little different."
"00:51:02,422","00:51:03,422",We liked to get as fucked up as possible.
"00:51:03,622","00:51:05,677",During our business pow-wows.
"00:51:06,050","00:51:08,000",In order to stimulate our free flowing ideas.
"00:51:08,820","00:51:10,900","Which is why, we're popping these ludes like they're M&Ms."
"00:51:13,490","00:51:16,376",We own the fuckin' comp..
"00:51:16,920","00:51:19,020",We own the company... <i>Don't know what a lude is?</i>
"00:51:19,220","00:51:20,220",I'll tell you.
"00:51:20,420","00:51:22,187","Ah, wait. Wait wait wait."
"00:51:22,387","00:51:24,265","Looks like those ludes,"
"00:51:24,465","00:51:27,411",are woking their magic on Donnie right now.
"00:52:00,868","00:52:01,947",The Qualude.
"00:52:02,147","00:52:04,877",or 'lude' as it is commonly referred to.
"00:52:05,077","00:52:08,965",Was first synthesized in 1951 by an Indian doctor.
"00:52:09,165","00:52:10,165",that’s not feathers..
"00:52:10,170","00:52:11,608",-- as a sedative..
"00:52:11,808","00:52:15,868",and was prescribed to stressed out housewives with sleep disorders.
"00:52:16,068","00:52:17,068","But, pretty soon.."
"00:52:17,268","00:52:18,268",someone figured out..
"00:52:18,468","00:52:21,949","that if you resisted the urge to sleep for fifteen minutes,"
"00:52:22,149","00:52:24,602",you got a pretty kick-ass high from it.
"00:52:24,802","00:52:28,748","Didn’t take long  for people to start abusing ludes, ‘course,"
"00:52:29,030","00:52:31,440","and in 1982 the U.S. Government Schedule One’d them,"
"00:52:31,640","00:52:33,942",along with the rest of the world.
"00:52:34,390","00:52:37,430",Which meant there was only a finite amount of these things left.
"00:52:37,630","00:52:38,630","No shit,"
"00:52:38,830","00:52:41,221",you can’t even buy ‘em anymore.
"00:52:41,421","00:52:43,678",You people’re all shit outta luck.
"00:52:44,730","00:52:46,827",What is it? - Steeef Maddin..
"00:52:47,027","00:52:48,027",Steeef Maddin..
"00:52:48,227","00:52:49,227",Steeef.. -Steeef.
"00:52:50,860","00:52:52,030",You remember those ads?
"00:52:53,023","00:52:55,141","Those giant headed girls with the bunked eyes,"
"00:52:55,341","00:52:56,341",wearing those big clunky shoes.
"00:52:57,004","00:52:58,718",My friend from school Steve Madden.
"00:52:58,918","00:53:00,590",His friend from school Steve Madden.
"00:53:00,920","00:53:03,663","Steve Madden was 'The name' in women shoes at that moment and,"
"00:53:03,863","00:53:07,124",and all of Wall Street was begging to take his company public.
"00:53:08,360","00:53:10,229","Except, guess who grew up with him?"
"00:53:10,429","00:53:11,429",Women shoes. Women shoose.
"00:53:11,629","00:53:14,436",My very own Vice President.
"00:53:16,781","00:53:18,803",Diamond Donnie Azoff.
"00:53:21,690","00:53:25,083","Jordan, you better come check this fucking chick out."
"00:53:25,283","00:53:26,867",Look.
"00:53:32,182","00:53:34,374","I would fuck that girl, if she was my sister."
"00:53:34,574","00:53:37,345","I would let that girl, give me fucking aids."
"00:53:42,392","00:53:44,201",She's hot. - Cristy.
"00:53:50,815","00:53:52,383","Jordan, this is my friend Naomi."
"00:53:52,583","00:53:53,583",Hi. - Naomi.
"00:53:53,783","00:53:54,783",Nice to meet you.
"00:53:54,990","00:53:56,310","Naomi, Nice to meet you."
"00:53:56,510","00:53:58,342",You have an awesome place here.
"00:53:58,542","00:54:01,330",I don’t think I’ve ever been in a house like this big before.
"00:54:01,530","00:54:02,530","Oh, really? - Yeah. - Beautiful beach out there.."
"00:54:03,290","00:54:04,390",Blair Hollingsworth.
"00:54:06,006","00:54:07,120","Hi. Buddy, nice to meet you."
"00:54:07,410","00:54:08,856",Name's Blair right? - Yeah.
"00:54:09,056","00:54:10,056",You like to jet ski?
"00:54:10,256","00:54:11,256",I've never done it before.
"00:54:11,520","00:54:12,750",you’ve never jet-ski’ed in your life?!
"00:54:13,600","00:54:14,930","No, i've never jet-ski'ed. - You’ve never been to jet-ski’ed.."
"00:54:15,320","00:54:16,550","No, i haven't. - How many times you gonna ask her,"
"00:54:16,750","00:54:17,750",She's never been on a jer ski.
"00:54:17,950","00:54:20,551","I don't know, I might ask her a couple more times."
"00:54:20,751","00:54:21,751",Okay.
"00:54:24,397","00:54:25,725","Hi, I'm Hildy."
"00:54:25,925","00:54:26,925",Nice to meet you. - Hi.
"00:54:27,125","00:54:28,731","Jordan, Teresa needs your help."
"00:54:28,931","00:54:29,931",Yeah. I'll be out in couple of minutes.
"00:54:30,131","00:54:31,745","Just tell her, I'll be out in couple of minutes."
"00:54:31,945","00:54:34,742","Why don't you tell your wife that? - How am I to do that, when i'm having a conversation?"
"00:54:34,942","00:54:37,341","What am I, your secretary? - I think, we should get going."
"00:54:37,720","00:54:38,750","Wait, wait. where're you guys going?"
"00:54:38,950","00:54:40,695",We gotta go. We got two other parties we're supposed to get to.
"00:54:40,895","00:54:41,895","We can stay for a drink. - Yes, stay for a drink."
"00:54:42,095","00:54:44,845","No, we got two other parties we're supposed to get to. so.."
"00:54:45,240","00:54:46,270",Why don't you let her stay for a bit.
"00:54:46,980","00:54:49,166",Let her stay for a bit. What's the big deal?
"00:54:49,366","00:54:50,966",You like champagne? - I do.
"00:54:51,166","00:54:53,447","Donnie, what the fuck are you doing?"
"00:54:53,647","00:54:54,647",You piece of shit!
"00:55:03,495","00:55:04,797",You guys're gonna have to excuse my friend.
"00:55:04,997","00:55:05,997",Get the fuck out of here!
"00:55:11,087","00:55:13,183","Let him fucking finish, Hildy."
"00:55:13,383","00:55:14,383",That's fucking rude!
"00:55:20,717","00:55:22,235","So, Bay Ridge. That’s near Staten Island, right?"
"00:55:22,435","00:55:24,852","Brooklyn, across the Verrazano Bridge."
"00:55:25,052","00:55:26,968","Saturday night fever, territory. - That's right."
"00:55:27,168","00:55:28,168",Guinea gulch.
"00:55:28,368","00:55:30,680",We call the Verrazano Bridge guinea gang point.
"00:55:32,362","00:55:33,691","So, I presume, You’re Italian?"
"00:55:33,891","00:55:34,891",On my dad’s side.
"00:55:35,091","00:55:38,228","I'm also Dutch, German, English.."
"00:55:38,428","00:55:39,428",-- I’m a mutt.
"00:55:39,628","00:55:40,628","Oh, you're a mutt."
"00:55:40,828","00:55:43,555","Yeah. Actually, I have family over there, in London."
"00:55:43,755","00:55:44,755",My Aunt Emma.
"00:55:44,955","00:55:45,955",She's the best.
"00:55:46,155","00:55:49,412","Very British, you know? Classy Lady."
"00:55:49,612","00:55:50,612",That explains it then.
"00:55:50,812","00:55:51,812",Explains what?
"00:55:52,012","00:55:53,259",Explains you. I mean..
"00:55:53,459","00:55:54,459","You’re a Duchess, right."
"00:55:54,659","00:55:57,046",The Duchess of Bay Ridge.
"00:56:00,289","00:56:01,146",Excuse me?
"00:56:01,346","00:56:03,417",Can I get a straw please?
