Start Timestamp,End Timestamp,Dialogue
"01:22:12,837","01:22:14,111",<i>- Cypher? - I know.</i>
"01:22:14,357","01:22:16,348",<i>- I sent him to Franklin and Erie. - Got it.</i>
"01:22:25,077","01:22:26,226",Got him.
"01:22:36,717","01:22:37,706",Where are they?
"01:22:37,957","01:22:39,151",Making the call.
"01:22:39,797","01:22:40,912",Good.
"01:22:53,917","01:22:54,713",You first.
"01:22:57,757","01:22:58,553",Shit!
"01:23:07,277","01:23:09,347",I don't know. It just went dead.
"01:23:35,077","01:23:36,226","<i>Hello, Trinity.</i>"
"01:23:36,637","01:23:37,911",Cypher? Where's Tank?
"01:23:43,277","01:23:44,266",You know...
"01:23:45,917","01:23:47,953",...for a long time...
"01:23:49,117","01:23:51,915",...I thought I was in love with you.
"01:23:52,637","01:23:54,593",<i>I used to dream about you.</i>
"01:23:55,637","01:23:58,231","You're a beautiful woman, Trinity."
"01:23:58,477","01:24:00,752",<i>Too bad things had to turn out this way.</i>
"01:24:01,477","01:24:02,273",You killed them.
"01:24:02,757","01:24:04,190","- What? - Oh, God."
"01:24:04,437","01:24:05,790","I'm tired, Trinity."
"01:24:07,157","01:24:08,954",I'm tired of this war...
"01:24:09,237","01:24:11,956",...tired of fighting. I'm tired of this ship...
"01:24:12,277","01:24:16,714","...of being cold, of eating the same goddamn goop every day."
"01:24:19,037","01:24:19,913",But most of all...
"01:24:20,477","01:24:23,708",<i>... I'm tired of that jackoff and all of his bullshit.</i>
"01:24:24,797","01:24:26,025","Surprise, asshole!"
"01:24:26,557","01:24:28,673",I bet you never saw this coming...
"01:24:28,917","01:24:29,906",...did you?
"01:24:32,117","01:24:34,392","God, I wish I could be there..."
"01:24:34,957","01:24:36,390",...when they break you.
"01:24:37,397","01:24:40,434",I wish I could walk in just when it happens...
"01:24:41,117","01:24:42,755",...so right then...
"01:24:42,997","01:24:44,271",...you'd know it was me.
"01:24:44,957","01:24:45,867",You gave them Morpheus.
"01:24:46,117","01:24:47,516","<i>He lied to us, Trinity.</i>"
"01:24:48,077","01:24:49,510",He tricked us!
"01:24:50,037","01:24:51,948",If you had told us the truth...
"01:24:52,197","01:24:54,950",...we would've told you to shove that red pill up your ass!
"01:24:55,197","01:24:57,233","That is not true, Cypher. He set us free."
"01:24:57,477","01:24:58,353","<i>""Free.""</i>"
"01:24:58,597","01:25:00,235",You call this free?
"01:25:02,557","01:25:04,946",All I do is what he tells me to do.
"01:25:06,477","01:25:09,275",If I had to choose between that and the Matrix...
"01:25:10,397","01:25:11,546",...I choose the Matrix.
"01:25:11,797","01:25:13,389",The Matrix isn't real.
"01:25:13,637","01:25:14,990","<i>I disagree, Trinity.</i>"
"01:25:15,237","01:25:17,387",I think the Matrix...
"01:25:17,717","01:25:20,185",...can be more real than this world.
"01:25:22,277","01:25:24,666",All I do is pull the plug here.
"01:25:25,237","01:25:26,192",But there...
"01:25:26,717","01:25:28,912",<i>... you have to watch Apoc die.</i>
"01:25:36,357","01:25:37,995",<i>Welcome to the real world.</i>
"01:25:38,317","01:25:39,193",But you're out.
"01:25:39,437","01:25:41,746",<i>- You can 't go back. - That's what you think.</i>
"01:25:41,997","01:25:43,430",<i>They'll reinsert my body.</i>
"01:25:43,677","01:25:47,147","<i>I go back to sleep. When I wake up, I won 't remember a thing.</i>"
"01:25:47,397","01:25:48,352",By the way...
"01:25:48,597","01:25:51,430",...if you have anything important to say to Switch...
"01:25:51,917","01:25:52,952",<i>... say it now.</i>
"01:25:53,197","01:25:54,027","No, please don't."
"01:25:54,557","01:25:56,115",Not like this.
"01:25:57,757","01:25:59,315",Not like this.
"01:26:03,597","01:26:04,586",Too late.
"01:26:04,957","01:26:06,549","Goddamn you, Cypher!"
"01:26:06,797","01:26:08,594","Don't hate me, Trinity."
"01:26:08,957","01:26:10,754",I'm just a messenger.
"01:26:11,157","01:26:14,194","And right now, I'm going to prove it to you."
"01:26:15,237","01:26:16,829",If Morpheus was right...
"01:26:17,357","01:26:19,154",...there's no way I can pull this plug.
"01:26:19,717","01:26:21,150",<i>If Neo 's the One...</i>
"01:26:21,637","01:26:23,389",<i>... then there'd have to be...</i>
"01:26:23,637","01:26:26,105",...some kind of a miracle to stop me.
"01:26:26,597","01:26:27,427",Right?
"01:26:28,037","01:26:30,107","I mean, how can he be the One..."
"01:26:30,397","01:26:31,227",...if he's dead?
"01:26:32,557","01:26:34,707",<i>You never did answer me before...</i>
"01:26:34,997","01:26:37,227",<i>... if you bought into Morpheus ' bullshit.</i>
"01:26:37,597","01:26:40,669",Come on. All I want is a little yes or no.
"01:26:41,997","01:26:44,227",Look into his eyes...
"01:26:44,957","01:26:46,390","<i>... those big, pretty eyes...</i>"
"01:26:49,037","01:26:50,311",...and tell me...
"01:26:50,997","01:26:52,225",<i>... yes...</i>
"01:26:52,517","01:26:53,836",<i>... or no.</i>
"01:26:55,077","01:26:56,146",Yes.
"01:26:56,957","01:26:57,833",I don't believe it.
"01:26:59,197","01:27:03,748","Believe it or not, you piece of shit, you're still going to burn!"
"01:27:21,677","01:27:22,587",You first.
"01:27:30,477","01:27:31,307",You're hurt.
"01:27:31,637","01:27:32,672",I'll be all right.
"01:27:35,357","01:27:36,472",Dozer?
"01:27:53,997","01:27:56,272",Have you ever stood and stared at it?
"01:27:57,117","01:28:00,109",Marveled at its beauty...
"01:28:00,477","01:28:02,627",...its genius?
"01:28:03,757","01:28:05,554",Billions of people...
"01:28:05,797","01:28:08,436",...just living out their lives.
"01:28:09,437","01:28:11,029",Oblivious.
"01:28:15,437","01:28:18,190",Did you know that the first Matrix...
"01:28:18,437","01:28:22,953",...was designed to be a perfect human world where none suffered...
"01:28:23,397","01:28:26,195",...where everyone would be happy.
"01:28:26,717","01:28:28,150",It was a disaster.
"01:28:28,397","01:28:32,549",No one would accept the program. Entire crops were lost.
"01:28:33,397","01:28:35,069",Some believe that...
"01:28:35,317","01:28:39,515",...we lacked the programming language to describe your perfect world.
"01:28:39,757","01:28:41,236",But I believe that...
"01:28:41,637","01:28:42,513",...as a species...
"01:28:42,757","01:28:46,432",...human beings define their reality through misery...
"01:28:46,677","01:28:47,996",...and suffering.
"01:28:48,237","01:28:50,831",So the perfect world was a dream...
"01:28:51,077","01:28:55,707",...that your primitive cerebrum kept trying to wake up from.
"01:28:56,997","01:29:00,512",Which is why the Matrix was redesigned to this.
"01:29:00,957","01:29:02,390",The peak...
"01:29:02,637","01:29:03,990",...of your civilization.
"01:29:04,237","01:29:06,387","I say, ""your civilization""..."
"01:29:06,637","01:29:10,596","...because when we started thinking for you, it became our civilization..."
"01:29:10,837","01:29:13,795","...which is, of course, what this is all about."
"01:29:15,077","01:29:17,545","Evolution, Morpheus."
"01:29:17,837","01:29:19,111",Evolution.
"01:29:21,317","01:29:23,114",Like the dinosaur.
"01:29:25,197","01:29:26,755",Look out that window.
"01:29:27,437","01:29:29,473",You had your time.
"01:29:30,157","01:29:33,911","The future is our world, Morpheus."
"01:29:34,237","01:29:36,512",The future is our time.
"01:29:40,597","01:29:41,666",There could be a problem.
"01:29:42,597","01:29:45,828",- What are they doing to him? - They're breaking into his mind.
"01:29:46,077","01:29:48,147",It's like hacking a computer. All it takes is time.
"01:29:48,397","01:29:49,546",How much time?
"01:29:49,797","01:29:52,789","Depends on the mind. But eventually, it'll crack..."
"01:29:53,037","01:29:57,269",...and his alpha patterns will change from this to this.
"01:29:57,517","01:30:00,350","When it does, he'll tell them anything they want to know."
"01:30:00,597","01:30:01,586",What do they want?
"01:30:01,837","01:30:05,716",The leader of every ship is given codes to Zion's mainframe computer.
"01:30:05,957","01:30:08,755",If an agent got the codes and got into Zion's mainframe...
"01:30:08,997","01:30:11,955",...they could destroy us. We can't let that happen.
"01:30:12,757","01:30:14,270",Zion's more important than me...
"01:30:14,517","01:30:15,393",...or you...
"01:30:15,717","01:30:16,945",...or even Morpheus.
"01:30:20,597","01:30:22,189",There has to be something we can do.
"01:30:22,597","01:30:24,508",There is. We pull the plug.
"01:30:27,477","01:30:29,149",You're going to kill him?
"01:30:29,397","01:30:30,512",Kill Morpheus?
"01:30:31,117","01:30:32,675",We don't have a choice.
"01:30:39,197","01:30:41,995",Never send a human to do a machine's job.
"01:30:42,237","01:30:43,909",If the insider has failed...
"01:30:44,157","01:30:47,229","...they'll sever the connection as soon as possible, unless..."
"01:30:47,477","01:30:49,115",They're dead. In either case...
"01:30:49,357","01:30:52,747",We have no choice. Continue as planned. Deploy the sentinels.
"01:30:52,997","01:30:54,032",Immediately.
"01:30:59,077","01:31:01,637","Morpheus, you were more than a leader to us."
"01:31:02,557","01:31:04,673",You were a father.
"01:31:06,157","01:31:08,034",We'll miss you always.
"01:31:14,837","01:31:15,792",Stop!
"01:31:16,957","01:31:18,106",I don't believe this is happening.
"01:31:18,357","01:31:20,313","- Neo, this has to be done. - Does it?"
"01:31:21,077","01:31:22,396",I don't know.
"01:31:22,717","01:31:24,196",This can't be just coincidence.
"01:31:24,397","01:31:25,193",What?
"01:31:25,677","01:31:26,473",The Oracle.
"01:31:26,717","01:31:28,435",She told me this would happen.
"01:31:28,837","01:31:32,830",She told me that I would have to make a choice.
"01:31:33,277","01:31:34,471",What choice?
"01:31:37,317","01:31:38,147",What are you doing?
"01:31:38,557","01:31:39,706",I'm going in.
"01:31:40,037","01:31:41,231","No, you're not."
"01:31:41,477","01:31:42,273",I have to.
"01:31:42,477","01:31:45,947","Neo, Morpheus sacrificed himself so that we could get you out."
"01:31:46,197","01:31:48,028",There is no way that you're going back in.
"01:31:48,597","01:31:51,714",Morpheus did what he did because he believed I'm something I'm not.
"01:31:54,837","01:31:56,395","I'm not the One, Trinity."
"01:31:56,757","01:31:59,590","- The Oracle hit me with that too. - No, you have to be."
"01:31:59,837","01:32:02,397","I'm sorry, I'm not. I'm just another guy."
"01:32:03,037","01:32:04,231","No, Neo, that's not true."
"01:32:04,797","01:32:06,071",It can't be true.
"01:32:06,397","01:32:07,307",Why?
"01:32:11,557","01:32:14,754",This is loco. They've got Morpheus in a military-controlled building.
"01:32:14,997","01:32:19,195","Even if you somehow got inside, those are agents holding him. Three of them."
"01:32:20,437","01:32:24,191","I want Morpheus back too, but what you're talking about is suicide."
"01:32:24,437","01:32:25,995",That's what it looks like...
"01:32:26,237","01:32:27,113",...but it's not.
"01:32:27,357","01:32:29,632",I can't explain to you why it's not.
"01:32:30,677","01:32:34,226","Morpheus believed something, and he was ready to give his life for it."
"01:32:34,477","01:32:37,355",I understand that now. That's why I have to go.
"01:32:37,597","01:32:38,393",Why?
"01:32:38,637","01:32:40,036",Because I believe in something.
"01:32:40,237","01:32:41,033",What?
"01:32:42,437","01:32:44,075",I believe I can bring him back.
"01:33:00,357","01:33:02,188",- What are you doing? - Going with you.
"01:33:02,477","01:33:03,307","No, you're not."
"01:33:03,557","01:33:04,387","""No""?"
"01:33:05,517","01:33:07,553",Let me tell you what I believe.
"01:33:08,037","01:33:10,312",Morpheus means more to me than he does to you.
"01:33:10,637","01:33:14,755","I believe if you are serious about saving him, you will need my help."
"01:33:14,997","01:33:16,953",And since I am the ranking officer...
"01:33:17,197","01:33:19,950","...if you don't like it, I believe you can go to hell."
"01:33:20,677","01:33:22,986",Because you aren't going anywhere else.
"01:33:23,397","01:33:24,193",Tank...
"01:33:25,037","01:33:26,152",...Ioad us up.
"01:33:35,357","01:33:38,508",I'd like to share a revelation that I've had...
"01:33:38,917","01:33:40,396",...during my time here.
"01:33:40,637","01:33:44,471",It came to me when I tried to classify your species...
"01:33:44,717","01:33:46,867",...and I realized...
"01:33:47,117","01:33:49,312",...that you're not actually mammals.
"01:33:51,437","01:33:53,792",Every mammal on this planet...
"01:33:54,117","01:33:58,827",...instinctively develops an equilibrium with the surrounding environment.
"01:33:59,077","01:34:00,829",But you humans do not.
"01:34:01,357","01:34:04,747",You move to an area and you multiply...
"01:34:04,997","01:34:09,309",...and multiply until every natural resource is consumed.
"01:34:09,637","01:34:11,628",The only way you can survive...
"01:34:11,917","01:34:14,750",...is to spread to another area.
"01:34:19,957","01:34:22,710",There is another organism on this planet...
"01:34:22,957","01:34:24,834",...that follows the same pattern.
"01:34:25,437","01:34:27,029",Do you know what it is?
"01:34:27,397","01:34:29,149",A virus.
"01:34:30,437","01:34:33,349",Human beings are a disease.
"01:34:33,717","01:34:35,196",A cancer of this planet.
"01:34:35,437","01:34:37,473",You are a plague.
"01:34:37,997","01:34:38,952",And we...
"01:34:39,517","01:34:40,836",...are the cure.
"01:34:41,797","01:34:43,150","Okay, so what do you need?"
"01:34:43,757","01:34:44,826",Besides a miracle.
"01:34:45,397","01:34:46,546",Guns.
"01:34:47,557","01:34:48,512",Lots of guns.
"01:35:00,837","01:35:03,271",No one has ever done anything like this.
"01:35:04,437","01:35:06,268",That's why it's going to work.
"01:35:10,197","01:35:12,074",Why isn't the serum working?
"01:35:12,637","01:35:14,832",Perhaps we're asking the wrong questions.
"01:35:16,837","01:35:18,031",Leave me with him.
"01:35:20,517","01:35:21,586",Now.
"01:35:32,357","01:35:33,870","Hold on, Morpheus."
"01:35:34,117","01:35:36,711",They're coming for you. They're coming.
"01:35:38,997","01:35:41,033","Can you hear me, Morpheus?"
"01:35:41,277","01:35:43,837",I'm going to be honest...
"01:35:44,197","01:35:45,346",...with you.
"01:35:49,557","01:35:50,910",I...
"01:35:51,957","01:35:52,833",...hate...
"01:35:53,077","01:35:54,954",...this place...
"01:35:55,277","01:35:57,472",...this zoo...
"01:35:57,717","01:35:58,786",...this prison...
"01:35:59,037","01:36:02,074","...this reality, whatever you want to call it."
"01:36:02,317","01:36:04,512",I can't stand it any longer.
"01:36:05,237","01:36:07,034",It's the smell.
"01:36:08,357","01:36:10,154",If there is such a thing.
"01:36:10,477","01:36:13,628",I feel saturated by it.
"01:36:15,077","01:36:16,305",I can...
"01:36:16,557","01:36:17,387",...taste...
"01:36:18,197","01:36:20,153",...your stink.
"01:36:20,397","01:36:23,992","And every time I do, I fear that I have somehow been infected by it."
"01:36:24,237","01:36:25,033",It's repulsive.
"01:36:25,957","01:36:27,276",Isn't it?
"01:36:29,357","01:36:31,552",I must get out of here.
"01:36:31,957","01:36:34,073",I must get free.
"01:36:34,317","01:36:37,070",And in this mind is the key.
"01:36:37,317","01:36:38,909",My key.
"01:36:39,157","01:36:41,910","Once Zion is destroyed, there is no need for me to be here."
"01:36:42,157","01:36:43,715",Do you understand?
"01:36:43,997","01:36:45,316",I need the codes.
"01:36:45,557","01:36:47,787",I have to get inside Zion...
"01:36:48,117","01:36:50,506",...and you have to tell me how.
"01:36:50,917","01:36:52,714",You're going to tell me...
"01:36:52,957","01:36:55,027",...or you're going to die.
"01:37:14,397","01:37:16,074","Please remove any metallic items you're carrying. Keys, loose change."
"01:37:16,074","01:37:17,393","Please remove any metallic items you're carrying. Keys, loose change."
"01:37:21,153","01:37:22,142",Holy shit!
"01:37:33,750","01:37:34,580",Backup.
"01:37:34,830","01:37:36,343",Send backup.
"01:37:59,390","01:38:00,266",Freeze!
"01:40:09,790","01:40:10,745",What were you doing?
"01:40:12,510","01:40:13,738",He doesn't know.
"01:40:13,990","01:40:15,423",Know what?
"01:40:42,350","01:40:44,739",I think they're trying to save him.
"01:40:58,990","01:41:00,662",There is no spoon.
"01:41:29,070","01:41:31,140",Find them and destroy them!
"01:41:32,710","01:41:33,620",We're under attack!
"01:42:07,105","01:42:07,901",Help!
"01:42:29,025","01:42:30,174",Only human.
"01:42:31,225","01:42:32,135",Dodge this.
"01:42:44,825","01:42:46,304",- How did you do that? - Do what?
"01:42:46,665","01:42:50,419",You moved like they do. I've never seen anyone move that fast.
"01:42:51,505","01:42:52,824",It wasn't fast enough.
"01:42:55,465","01:42:56,693",Can you fly that thing?
"01:42:57,985","01:42:58,781",Not yet.
"01:43:02,105","01:43:02,901",Operator.
"01:43:03,105","01:43:06,142",<i>I need a pilot program for a B-212 helicopter.</i>
"01:43:06,585","01:43:07,813",<i>Hurry.</i>
"01:43:15,425","01:43:16,983",Let's go.
"01:43:31,465","01:43:32,500",No.
"01:44:21,985","01:44:23,464","Morpheus, get up."
"01:44:23,705","01:44:24,501","Get up, get up."
"01:45:00,985","01:45:01,974",He's not going to make it.
"01:45:11,385","01:45:12,374",Got you.
"01:46:56,819","01:46:58,172",I knew it.
"01:46:58,979","01:46:59,934",He's the One.
"01:47:15,259","01:47:17,375","Do you believe it now, Trinity?"
"01:47:23,059","01:47:23,889",The Oracle.
"01:47:25,099","01:47:27,374",- She told me... - She told you...
"01:47:27,739","01:47:29,252",...what you needed to hear.
"01:47:29,539","01:47:30,813",That's all.
"01:47:31,819","01:47:34,652","Sooner or later you'll realize, just as I did..."
"01:47:34,979","01:47:37,174",...there's a difference between knowing the path...
"01:47:37,899","01:47:39,127",...and walking the path.
"01:47:42,059","01:47:43,208",Operator.
"01:47:44,099","01:47:46,533",<i>- It's good to hear your voice. - We need an exit.</i>
"01:47:46,779","01:47:49,452","Got one ready. Subway station, State and Balboa."
"01:48:01,979","01:48:02,889",Damn it!
"01:48:03,139","01:48:04,288",The trace was completed.
"01:48:04,539","01:48:05,415",We have their position.
"01:48:05,819","01:48:07,969",Sentinels are standing by.
"01:48:09,619","01:48:11,052",Order the strike.
"01:48:17,339","01:48:18,408",They're not out yet.
"01:48:29,979","01:48:31,253","You first, Morpheus."
"01:48:51,099","01:48:53,294","Neo, I want to tell you something..."
"01:48:56,419","01:49:00,207",...but I'm afraid of what it could mean if I do.
"01:49:03,659","01:49:06,810",Everything the Oracle told me has come true.
"01:49:09,459","01:49:10,938",Everything but this.
"01:49:12,579","01:49:13,375",But what?
"01:49:38,619","01:49:40,177",- What happened? - An agent.
"01:49:40,419","01:49:41,215",Send me back.
"01:49:41,459","01:49:42,289",I can't.
"01:49:44,219","01:49:46,130",Mr. Anderson.
"01:49:48,219","01:49:49,538","Run, Neo. Run."
"01:49:54,619","01:49:56,177",What is he doing?
"01:49:56,419","01:49:57,613",He's beginning to believe.
"01:50:23,496","01:50:24,214",You're empty.
"01:50:24,214","01:50:24,805",You're empty.
"01:50:25,374","01:50:26,602",So are you.
"01:50:58,414","01:51:01,292",I'm going to enjoy watching you die...
"01:51:02,374","01:51:03,363",...Mr. Anderson.
"01:51:42,654","01:51:44,645","Jesus, he's killing him."
"01:53:07,294","01:53:09,330","You hear that, Mr. Anderson?"
"01:53:10,054","01:53:12,932",That is the sound of inevitability.
"01:53:15,414","01:53:18,611",It is the sound of your death.
"01:53:19,494","01:53:21,724","Goodbye, Mr. Anderson."
"01:53:21,974","01:53:23,532",My name...
"01:53:26,414","01:53:28,370",...is Neo.
"01:53:59,294","01:54:01,330",- What happened? - I don't know. I lost him.
"01:54:03,814","01:54:04,803","Oh, shit."
"01:54:16,694","01:54:18,093",Sentinels.
"01:54:18,814","01:54:20,964","- How long? - Five, maybe six minutes."
"01:54:22,934","01:54:25,004","Tank, charge the EMP."
"01:54:25,254","01:54:28,166",- We can't use that until he's out. - I know. Don't worry.
"01:54:29,494","01:54:30,324",He's gonna make it.
"01:54:30,574","01:54:32,371","Flat or pumps? No, just..."
"01:54:32,614","01:54:35,367",What the shit? That's my phone!
"01:54:35,774","01:54:37,287",That guy took my phone!
"01:54:39,574","01:54:40,370",Got him!
"01:54:40,614","01:54:41,763",He's on the run.
"01:54:42,014","01:54:42,810",<i>Mr. Wizard...</i>
"01:54:43,254","01:54:44,573",...get me out of here!
"01:54:44,814","01:54:46,611",<i>I got an old exit. Wabash and Lake.</i>
"01:54:50,494","01:54:51,290","Oh, shit!"
"01:55:12,054","01:55:13,965",Help! Need a little help!
"01:55:15,534","01:55:16,683",<i>The door.</i>
"01:55:32,014","01:55:33,447",<i>The door on your left.</i>
"01:55:34,334","01:55:35,528",<i>Your other left!</i>
"01:55:41,974","01:55:43,168",<i>The back door.</i>
"01:56:03,094","01:56:04,163","Oh, no."
"01:56:05,774","01:56:07,207",Here they come.
"01:56:34,814","01:56:36,008",He's going to make it.
"01:56:45,814","01:56:48,806","<i>The fire escape at the end of the alley, room 303.</i>"
"01:57:22,694","01:57:23,524",They're inside.
"01:57:25,974","01:57:26,770","Hurry, Neo."
"01:58:20,814","01:58:21,769",It can't be.
"01:58:29,254","01:58:30,573",Check him.
"01:58:34,414","01:58:35,893",He's gone.
"01:58:42,334","01:58:44,643","Goodbye, Mr. Anderson."
"01:58:54,334","01:58:56,211",I'm not afraid anymore.
"01:58:57,774","01:58:58,968",The Oracle told me...
"01:59:01,054","01:59:04,410","...I'd fall in love, and that the man I loved would be the One."
"01:59:07,414","01:59:09,291",So you see...
"01:59:09,974","01:59:11,885",...you can't be dead.
"01:59:13,414","01:59:15,166",You can't be...
"01:59:16,654","01:59:18,724",...because I love you.
"01:59:20,494","01:59:22,132",You hear me?
"01:59:23,214","01:59:24,806",I love you.
"01:59:47,774","01:59:48,809","Now, get up."
"01:59:57,454","01:59:58,250",No.
"02:00:24,094","02:00:24,890",How?
"02:00:25,734","02:00:26,723",He is the One.
"02:02:45,294","02:02:46,932",<i>I know you're out there.</i>
"02:02:47,174","02:02:48,926",<i>I can feel you now.</i>
"02:02:49,334","02:02:51,052",<i>I know that you're afraid.</i>
"02:02:51,294","02:02:52,807",<i>You're afraid of us.</i>
"02:02:53,134","02:02:54,886",<i>You're afraid of change.</i>
"02:02:55,134","02:02:57,489",<i>I don 't know the future.</i>
"02:02:57,734","02:03:00,202",<i>I didn 't come here to tell you how this is going to end.</i>
"02:03:00,454","02:03:03,287",<i>I came here to tell you how it's going to begin.</i>
"02:03:04,214","02:03:05,727",<i>I'll hang up this phone.</i>
"02:03:05,974","02:03:08,932",<i>And then I'll show these people what you don 't want them to see.</i>
"02:03:09,174","02:03:10,971",<i>I'm going to show them a world...</i>
"02:03:11,214","02:03:12,886",<i>... without you.</i>
"02:03:13,174","02:03:16,644","<i>A world without rules and controls, without borders or boundaries.</i>"
"02:03:16,894","02:03:20,443",<i>A world where anything is possible.</i>
"02:03:22,974","02:03:24,248",<i>Where we go from there...</i>
"02:03:24,494","02:03:26,371",<i>... is a choice I leave to you.</i>
"02:10:40,214","02:10:41,203","English Subtitles by GELULA & CO., INC."
